288,422
132,295
167,292
205,300
238,303
273,303
305,302
34,583
117,222
116,249
128,269
48,600
283,336
262,579
306,581
306,227
301,260
48,592
95,395
98,437
100,479
97,491
41,586
298,334
271,586
99,482
103,336
36,580
260,334
258,582
102,479
52,589
139,574
166,601
231,580
304,585
340,596
59,337
52,400
32,598
167,402
48,592
233,328
119,404
48,581
205,421
155,590
28,366
46,599
327,558
220,494
382,576
228,586
166,194
205,198
219,190
45,600
211,364
191,589
313,585
379,573
175,186
161,197
198,191
51,580
287,315
233,196
193,188
44,602
225,430
230,250
265,587
217,577
158,580
267,593
339,266
43,590
179,408
269,293
303,290
339,296
373,301
285,340
362,332
345,330
271,299
297,331
307,365
300,305
310,332
270,302
301,298
322,304
397,294
433,298
387,300
364,298
44,587
319,329
293,594
385,301
369,301
403,300
10,591
196,594
267,586
296,583
411,123
417,143
400,150
407,186
406,226
369,257
377,330
400,129
371,192
372,230
359,594
366,409
366,371
392,329
361,193
373,221
403,249
361,269
368,193
327,250
370,218
367,368
372,272
368,328
386,602
366,332
372,370
372,397
337,593
374,337
100,598
100,598
360,593
329,580
278,592
186,592
163,590
193,594
341,396
311,593
341,438
337,474
342,505
39,589
370,514
162,586
375,593
182,582
213,580
350,587
225,585
369,520
307,510
200,507
235,508
265,584
268,506
240,503
43,591
234,323
190,592
236,495
202,500
372,505
328,512
199,479
310,576
194,511
269,566
341,582
342,552
166,593
386,584
331,536
403,542
271,540
319,598
304,540
369,545
54,592
284,330
287,588
355,589
270,544
365,546
405,548
349,593
299,546
44,593
261,335
369,519
338,546
406,543
38,593
212,583
153,589
180,585
269,586
274,505
305,499
204,497
227,502
264,591
301,515
41,587
271,327
223,587
263,516
47,591
308,309
315,601
295,511
46,577
514,153
504,191
234,602
517,186
512,297
262,591
208,584
507,236
188,590
508,152
507,194
514,258
518,287
41,588
230,324
515,259
513,193
381,588
511,294
43,591
253,318
306,593
251,580
237,594
518,155
517,190
511,262
226,560
521,281
518,286
514,251
514,288
505,324
512,357
38,600
260,345
236,301
201,588
221,585
271,576
299,585
332,597
384,587
516,156
522,184
510,263
343,586
511,197
509,297
499,337
486,247
267,581
522,187
479,297
506,261
508,300
228,589
45,594
267,316
508,162
302,589
519,191
513,57
383,579
513,91
511,120
27,587
245,308
382,568
448,172
465,75
504,91
510,64
267,575
510,190
515,113
34,600
239,310
414,148
437,157
332,589
298,587
230,590
296,586
524,51
506,86
222,589
508,118
511,150
521,187
43,588
518,294
508,320
49,601
256,310
204,597
510,298
155,585
475,86
159,593
475,331
303,588
233,462
191,481
96,474
133,469
161,466
30,589
184,310
214,579
207,491
275,596
298,582
194,585
234,595
506,299
520,322
26,584
274,324
228,591
502,329
45,591
227,330
517,392
51,591
256,336
320,584
525,328
41,596
339,340
476,343
302,580
227,593
28,591
187,550
199,301
231,293
269,304
302,296
37,592
201,584
383,587
426,106
199,369
228,367
44,594
383,585
355,586
309,587
343,294
342,330
339,366
43,586
301,588
210,590
212,590
399,586
327,585
291,584
374,595
29,435
50,433
100,441
130,437
159,430
41,587
20,473
17,498
15,543
33,592
381,581
198,585
172,586
213,586
169,586
30,264
18,290
25,326
33,595
386,586
56,224
40,596
234,583
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
505,590
492,601
446,602
440,548
502,604
322,387
267,307
271,338
278,362
258,397
263,432
49,591
410,409
413,441
412,465
33,589
436,474
471,472
42,590
231,405
30,597
300,431
147,585
206,595
196,597
203,261
240,258
266,264
304,260
330,261
367,264
265,299
